Simbol,Pret_CSV_2020,Pret_Real_API_2020,Trend_Real,Trend_Corect,Pred_1_Zi,Real_1_Zi,Eroare_1_Zi_%,Scor_1_Zi,Pred_1_Sapt,Real_1_Sapt,Eroare_1_Sapt_%,Scor_1_Sapt,Pred_1_Luna,Real_1_Luna,Eroare_1_Luna_%,Scor_1_Luna,Pred_1_An,Real_1_An,Eroare_1_An_%,Scor_1_An
BMA,16.47,11.9594,CREȘTERE,NU,16.4689,12.3588,33.26,0.0,16.5435,11.7052,41.33,0.0,16.6683,11.059,50.72,0.0,18.2016,9.5704,90.19,0.0
UPS,90.39,69.7056,CREȘTERE,NU,91.0612,71.7492,26.92,15.42,91.5615,76.1834,20.19,49.07,93.5807,70.8701,32.05,0.0,115.9983,135.9955,14.7,76.48
CHEF,9.24,9.24,SCĂDERE,DA,9.1407,9.08,0.67,100.0,9.2451,11.99,22.89,35.53,9.7059,12.66,23.33,33.33,11.3678,31.26,63.63,0.0
KGC,4.42,3.9794,CREȘTERE,NU,4.4486,4.3575,2.09,100.0,4.4829,4.5826,2.17,100.0,4.5161,6.1581,26.66,16.68,4.648,6.3998,27.37,13.14
SMHB,2.5,0.8293,SCĂDERE,DA,2.5019,0.7729,223.7,0.0,2.5052,1.025,144.41,0.0,2.5408,1.2638,101.04,0.0,2.8923,4.6467,37.76,0.0
VIVE,0.63,6.297,SCĂDERE,DA,0.6317,6.086,89.62,0.0,0.6342,8.68,92.69,0.0,0.6458,5.96,89.16,0.0,0.7785,3.09,74.81,0.0
PETS,28.18,23.563,CREȘTERE,NU,28.1745,24.324,15.83,70.85,28.0801,24.5664,14.3,78.49,27.604,32.2508,14.41,77.96,21.7253,29.4168,26.15,19.27
USAU,4.68,4.68,CREȘTERE,NU,4.6792,4.82,2.92,100.0,4.7046,5.1,7.75,100.0,4.6869,4.93,4.93,100.0,4.4397,11.01,59.68,0.0
ADMA,2.46,2.46,CREȘTERE,NU,2.457,2.59,5.14,100.0,2.4722,2.77,10.75,96.25,2.4834,3.01,17.5,62.52,2.6523,1.83,44.93,0.0
BOOM,22.07,22.07,CREȘTERE,NU,22.0708,23.25,5.07,100.0,22.238,28.25,21.28,43.59,22.5992,24.51,7.8,100.0,25.706,55.29,53.51,0.0
RMR,25.84,14.178,CREȘTERE,NU,25.9222,14.392,80.11,0.0,25.8698,15.6979,64.8,0.0,26.1573,16.2801,60.67,0.0,28.7693,23.8607,20.57,47.14
UTF,16.75,10.6025,CREȘTERE,NU,16.7937,10.8557,54.7,0.0,16.8538,12.1407,38.82,0.0,17.0493,12.9957,31.19,0.0,19.6016,19.3086,1.52,100.0
UHS,87.92,85.5538,CREȘTERE,NU,87.7266,86.3226,1.63,100.0,88.4022,104.1106,15.09,74.56,89.7137,96.4816,7.01,100.0,101.5673,130.98,22.46,37.72
COF,44.68,40.1337,SCĂDERE,DA,44.7647,39.46,13.44,82.78,44.719,50.9486,12.23,88.86,45.4234,55.3141,17.88,60.6,53.1375,118.0818,55.0,0.0
PFIS,35.0,27.6655,SCĂDERE,DA,34.9136,27.2545,28.1,9.49,35.039,28.4164,23.31,33.47,35.5622,27.7762,28.03,9.84,39.8074,35.507,12.11,89.44
CSGP,539.6,53.96,SCĂDERE,DA,548.5366,53.77,920.15,0.0,557.4293,61.461,806.96,0.0,556.4989,62.261,793.82,0.0,551.014,86.138,539.69,0.0
ENSG,29.22,28.8045,CREȘTERE,NU,29.3125,31.6633,7.42,100.0,29.4962,36.5823,19.37,53.15,29.9455,35.9416,16.68,66.59,33.4428,92.7389,63.94,0.0
SVA,6.47,-48.53,SCĂDERE,DA,6.4622,-48.53,-113.32,100.0,6.491,-48.53,-113.38,100.0,6.4419,-48.53,-113.27,100.0,5.9855,-48.53,-112.33,100.0
LMHB,21.41,21.1264,SCĂDERE,DA,21.4867,20.7218,3.69,100.0,21.5376,23.4354,8.1,100.0,21.7212,24.2741,10.52,97.42,24.1112,N/A,N/A,N/A
RDCM,6.01,6.01,SCĂDERE,DA,6.0176,6.0,0.29,100.0,6.0141,6.5,7.48,100.0,6.1613,6.65,7.35,100.0,7.2802,9.83,25.94,20.31
ICL,2.95,2.2582,SCĂDERE,DA,2.9621,2.2199,33.43,0.0,2.9654,2.5415,16.68,66.59,3.0334,2.618,15.87,70.67,3.6144,4.5934,21.31,43.44
CCO,0.6,0.6,CREȘTERE,NU,0.6057,0.62,2.31,100.0,0.6108,0.64,4.56,100.0,0.6309,0.89,29.11,4.44,0.831,1.88,55.8,0.0
SIGA,4.55,2.9473,CREȘTERE,NU,4.539,3.0898,46.9,0.0,4.5697,3.4137,33.86,0.0,4.5745,3.7894,20.72,46.41,4.7267,4.2882,10.23,98.87
CACI,204.27,204.27,CREȘTERE,NU,206.1375,206.39,0.12,100.0,207.799,225.53,7.86,100.0,207.101,251.41,17.62,61.88,193.4479,248.6,22.19,39.07
D,69.93,53.8606,CREȘTERE,NU,69.8173,54.731,27.56,12.18,69.8286,60.2457,15.91,70.47,70.7115,58.2354,21.42,42.88,79.1866,60.687,30.48,0.0
KALV,6.75,6.75,CREȘTERE,NU,6.7914,7.43,8.59,100.0,6.8496,8.77,21.9,40.51,6.9584,10.73,35.15,0.0,7.9969,27.46,70.88,0.0
XPL,0.22,0.22,SCĂDERE,DA,0.2199,0.2,9.95,100.0,0.2208,0.22,0.36,100.0,0.2214,0.26,14.85,75.77,0.2215,0.85,73.94,0.0
NMM,4.9,4.4763,SCĂDERE,DA,4.891,4.3027,13.67,81.64,4.8948,4.3484,12.57,87.17,5.0209,7.4909,32.97,0.0,6.1066,22.8248,73.25,0.0
KIDS,37.63,37.63,SCĂDERE,DA,37.5888,36.93,1.78,100.0,37.5978,41.42,9.23,100.0,37.2722,44.47,16.19,69.07,36.7605,50.36,27.0,14.98
DBD,3.06,N/A,N/A,N/A,3.0691,N/A,N/A,N/A,3.0689,N/A,N/A,N/A,3.1502,N/A,N/A,N/A,3.9876,N/A,N/A,N/A
PHIO,1.69,182.52,SCĂDERE,DA,1.6893,181.44,99.07,0.0,1.6901,191.484,99.12,0.0,1.7289,200.88,99.14,0.0,2.045,297.0,99.31,0.0
TGEN,0.95,0.95,SCĂDERE,DA,0.9505,0.91,4.45,100.0,0.9527,1.03,7.5,100.0,0.9633,1.03,6.48,100.0,1.0849,1.75,38.01,0.0
WYNN,54.0,52.2359,SCĂDERE,DA,53.8595,50.9494,5.71,100.0,54.2711,66.8136,18.77,56.14,55.6276,78.1895,28.86,5.72,70.5129,123.9153,43.1,0.0
MAR,69.15,66.4286,SCĂDERE,DA,69.1067,60.5206,14.19,79.06,69.2525,79.282,12.65,86.75,71.5657,81.4146,12.1,89.51,93.3039,142.4348,34.49,0.0
YUM,67.65,60.4598,SCĂDERE,DA,68.0293,59.0298,15.25,73.77,67.7225,67.3592,0.54,100.0,69.7927,74.9022,6.82,100.0,87.4527,100.049,12.59,87.05
WHLR,1.09,593308800.0,CREȘTERE,NU,1.0927,625968000.0,100.0,0.0,1.0957,593308800.0,100.0,0.0,1.0974,740819520.0,100.0,0.0,1.1483,1959552000.0,100.0,0.0
PROV,12.71,9.9946,CREȘTERE,NU,12.7097,10.4114,22.07,39.63,12.8711,10.2541,25.52,22.39,13.274,10.3013,28.86,5.71,17.8152,14.0146,27.12,14.41
ACH,4.69,8.0219,SCĂDERE,DA,4.6802,7.4724,37.37,0.0,4.7007,5.6742,17.16,64.21,4.7902,7.3525,34.85,0.0,5.5389,37.9616,85.41,0.0
QUAD,2.29,2.038,SCĂDERE,DA,2.303,1.8601,23.81,30.93,2.2962,2.3495,2.27,100.0,2.3666,2.9992,21.09,44.54,2.8913,3.3819,14.51,77.47
EGBN,28.77,22.7655,CREȘTERE,NU,28.7241,23.1849,23.89,30.54,29.1697,25.9544,12.39,88.06,30.306,26.4076,14.76,76.19,36.5447,43.9858,16.92,65.41
RVLV,8.13,8.13,CREȘTERE,NU,8.1536,8.63,5.52,100.0,8.1459,9.52,14.43,77.83,8.3104,10.25,18.92,55.39,10.4151,45.32,77.02,0.0
ETW,7.01,4.0092,CREȘTERE,NU,7.0333,4.0492,73.7,0.0,7.0338,4.5525,54.5,0.0,7.1446,4.5269,57.83,0.0,8.1869,6.5235,25.5,22.51
LNT,44.97,36.8416,CREȘTERE,NU,44.8917,38.4391,16.79,66.07,44.9935,41.9701,7.2,100.0,45.4124,39.0021,16.44,67.82,52.8253,45.8778,15.14,74.28
UTG,25.35,16.3309,CREȘTERE,NU,25.5731,16.8012,52.21,0.0,25.6978,18.27,40.66,0.0,26.0287,19.2637,35.12,0.0,32.0284,22.9585,39.51,0.0
TREE,157.83,157.83,SCĂDERE,DA,158.7941,149.59,6.15,100.0,158.1866,185.97,14.94,75.3,161.8831,241.13,32.86,0.0,201.782,220.51,8.49,100.0
VALE,8.15,4.5042,SCĂDERE,DA,8.1576,4.5042,81.11,0.0,8.173,4.6645,75.22,0.0,8.2702,4.4102,87.52,0.0,9.0626,10.319,12.18,89.12
LNN,84.66,79.212,CREȘTERE,NU,84.4827,81.8973,3.16,100.0,85.6612,90.365,5.21,100.0,85.7665,81.3266,5.46,100.0,80.8987,158.4443,48.94,0.0
ADX,11.9,7.5199,CREȘTERE,NU,11.9428,7.7031,55.04,0.0,11.9371,8.4488,41.29,0.0,12.111,8.7332,38.68,0.0,13.6934,12.3798,10.61,96.94
GDV,14.03,9.5472,CREȘTERE,NU,14.0509,9.8058,43.29,0.0,14.0237,10.5135,33.39,0.0,14.2585,11.1468,27.92,10.42,16.3631,17.5047,6.52,100.0
EDSA,2.18,15.26,SCĂDERE,DA,2.188,14.63,85.04,0.0,2.2764,14.0,83.74,0.0,2.3083,16.31,85.85,0.0,2.6206,39.13,93.3,0.0
PSTG,11.25,11.25,CREȘTERE,NU,11.1904,11.59,3.45,100.0,11.2128,12.58,10.87,95.66,11.3921,13.37,14.79,76.03,13.3908,21.97,39.05,0.0
EZPW,3.98,3.98,CREȘTERE,NU,3.9894,4.29,7.01,100.0,3.9898,4.66,14.38,78.09,4.0869,5.18,21.1,44.49,5.071,5.14,1.34,100.0
TX,11.67,7.9028,CREȘTERE,NU,11.613,8.0383,44.47,0.0,11.6408,8.8374,31.72,0.0,11.824,8.6478,36.73,0.0,12.7789,26.4579,51.7,0.0
RYTM,14.87,14.87,CREȘTERE,NU,14.8207,15.04,1.46,100.0,14.9717,15.31,2.21,100.0,15.1605,17.96,15.59,72.06,16.865,22.24,24.17,29.16
DNOW,4.99,4.99,SCĂDERE,DA,4.9952,4.96,0.71,100.0,4.9795,5.65,11.87,90.66,5.1018,5.94,14.11,79.44,6.0473,10.47,42.24,0.0
PACK,6.03,6.03,CREȘTERE,NU,6.0383,6.32,4.46,100.0,6.066,6.79,10.66,96.69,6.0576,7.67,21.02,44.89,5.7998,20.3,71.43,0.0
KNSL,100.02,98.9107,CREȘTERE,NU,99.8333,100.8489,1.01,100.0,100.3481,106.3967,5.68,100.0,100.7553,118.3032,14.83,75.84,89.8751,166.1189,45.9,0.0
VSEC,14.17,13.5493,CREȘTERE,NU,14.1418,14.7733,4.27,100.0,14.1425,15.8442,10.74,96.3,14.4587,19.2109,24.74,26.31,17.4548,39.1262,55.39,0.0
DLR,134.48,109.5959,CREȘTERE,NU,132.2271,110.0278,20.18,49.12,128.839,118.8294,8.42,100.0,125.7529,118.919,5.75,100.0,96.3337,120.7074,20.19,49.04
EVN,11.65,8.553,SCĂDERE,DA,11.6461,8.3547,39.4,0.0,11.7164,8.7512,33.88,0.0,11.7417,8.5176,37.85,0.0,12.0248,10.5801,13.65,81.73
HL,1.69,1.6413,CREȘTERE,NU,1.6947,1.6899,0.29,100.0,1.7019,1.7773,4.24,100.0,1.701,2.6222,35.13,0.0,1.7852,5.7851,69.14,0.0
PPHI,10.15,6.3534,SCĂDERE,DA,10.1121,6.3534,59.16,0.0,10.1877,6.6757,52.61,0.0,10.3573,6.3534,63.02,0.0,12.3381,6.8854,79.19,0.0
NKSH,28.05,20.6229,CREȘTERE,NU,27.957,21.9316,27.47,12.63,28.1363,22.9756,22.46,37.69,28.6154,21.1817,35.09,0.0,32.1749,27.9003,15.32,73.39
IDXX,230.66,230.66,CREȘTERE,NU,231.0758,239.7,3.6,100.0,232.9351,254.73,8.56,100.0,234.2233,270.75,13.49,82.55,263.7672,486.36,45.77,0.0
WPP,30.11,22.2339,CREȘTERE,NU,30.2404,23.253,30.05,0.0,30.3449,25.5864,18.6,57.01,30.6992,27.4694,11.76,91.21,34.0369,51.5978,34.03,0.0
PLG,1.25,1.25,CREȘTERE,NU,1.2483,1.45,13.91,80.45,1.2667,1.4,9.52,100.0,1.2706,1.57,19.07,54.65,1.1972,4.01,70.14,0.0
CYD,9.97,7.5303,SCĂDERE,DA,9.9789,7.3717,35.37,0.0,9.9773,8.5575,16.59,67.05,10.0484,9.0485,11.05,94.75,10.7112,12.469,14.1,79.51
ZBRA,176.46,176.46,SCĂDERE,DA,174.571,174.24,0.19,100.0,175.7075,196.65,10.65,96.75,177.8832,225.55,21.13,44.33,198.6404,491.78,59.61,0.0
AGNC,9.49,4.3298,CREȘTERE,NU,9.5074,4.4713,112.63,0.0,9.4731,5.1419,84.23,0.0,9.6954,5.6516,71.55,0.0,12.2084,8.5798,42.29,0.0
DTSS,2.4,36.0,SCĂDERE,DA,2.3831,36.0,93.38,0.0,2.3818,35.25,93.24,0.0,2.3641,30.915,92.35,0.0,2.1607,51.0,95.76,0.0
BBIO,25.08,25.08,SCĂDERE,DA,24.9742,24.74,0.95,100.0,24.9053,26.93,7.52,100.0,24.6636,28.97,14.87,75.67,22.0755,59.36,62.81,0.0
GBAB,20.95,12.4643,SCĂDERE,DA,20.9779,12.3096,70.42,0.0,21.1013,13.0235,62.02,0.0,21.3877,13.6725,56.43,0.0,24.4394,14.9359,63.63,0.0
BTAI,20.52,328.32,SCĂDERE,DA,20.478,300.0,93.17,0.0,20.4465,340.96,94.0,0.0,20.05,560.0,96.42,0.0,14.726,602.08,97.55,0.0
EVFM,5.16,9675.0,SCĂDERE,DA,5.1102,9318.75,99.95,0.0,5.1447,9693.75,99.95,0.0,5.1165,9375.0,99.95,0.0,5.0698,3787.5,99.87,0.0
FTF,7.39,3.7018,SCĂDERE,DA,7.4337,3.7018,100.81,0.0,7.4669,3.9322,89.89,0.0,7.5529,4.0553,86.25,0.0,8.5316,5.1183,66.69,0.0
LWAY,1.83,1.83,SCĂDERE,DA,1.8311,1.76,4.04,100.0,1.8369,1.86,1.24,100.0,1.8461,2.6,29.0,5.02,1.9426,5.46,64.42,0.0
AFMD,1.59,N/A,N/A,N/A,1.5946,N/A,N/A,N/A,1.6044,N/A,N/A,N/A,1.6261,N/A,N/A,N/A,1.7735,N/A,N/A,N/A
DCO,23.06,23.06,SCĂDERE,DA,22.96,22.4,2.5,100.0,23.1384,22.86,1.22,100.0,23.6331,26.0,9.1,100.0,27.2979,62.25,56.15,0.0
EXPO,69.12,64.56,CREȘTERE,NU,68.9351,67.3154,2.41,100.0,69.0426,66.5869,3.69,100.0,69.0588,62.5799,10.35,98.23,70.827,93.1803,23.99,30.05
CPST,1.12,N/A,N/A,N/A,1.1241,N/A,N/A,N/A,1.1238,N/A,N/A,N/A,1.1432,N/A,N/A,N/A,1.3612,N/A,N/A,N/A
ASR,89.32,72.0227,CREȘTERE,NU,89.4567,72.1034,24.07,29.66,90.2268,73.587,22.61,36.94,91.5217,76.6915,19.34,53.31,106.7373,145.892,26.84,15.81
LEVI,10.65,9.2458,SCĂDERE,DA,10.6296,8.7423,21.59,42.06,10.7761,11.3988,5.46,100.0,11.0146,10.9562,0.53,100.0,12.9264,20.7407,37.68,0.0
INVE,3.11,3.11,CREȘTERE,NU,3.0764,3.16,2.65,100.0,3.0883,2.76,11.89,90.53,3.1291,2.96,5.71,100.0,3.5019,11.58,69.76,0.0
AOS,35.61,31.7129,CREȘTERE,NU,35.7574,32.0068,11.72,91.41,35.8774,35.8184,0.16,100.0,36.3812,37.2984,2.46,100.0,43.1138,61.6653,30.08,0.0
CTDD,19.7,11.3829,SCĂDERE,DA,19.7607,11.2326,75.92,0.0,19.8453,13.2145,50.18,0.0,19.9447,13.5901,46.76,0.0,22.5078,16.2259,38.72,0.0
ENVA,12.29,12.29,SCĂDERE,DA,12.2823,12.06,1.84,100.0,12.3014,14.97,17.83,60.87,12.549,13.63,7.93,100.0,15.0635,36.09,58.26,0.0
OGCP,7.84,7.1643,CREȘTERE,NU,7.8653,7.3927,6.39,100.0,7.9084,8.0872,2.21,100.0,8.0211,7.3105,9.72,100.0,9.3269,10.3435,9.83,100.0
HPF,13.73,8.0822,SCĂDERE,DA,13.7601,7.9704,72.64,0.0,13.7788,9.495,45.12,0.0,13.9642,10.0609,38.8,0.0,16.0895,13.4215,19.88,50.61
BRT,9.49,6.7553,CREȘTERE,NU,9.4951,7.3746,28.75,6.23,9.4792,7.1325,32.9,0.0,9.6155,6.8834,39.69,0.0,10.8093,13.2317,18.31,58.46
FRLG,91.29,91.29,CREȘTERE,NU,90.2928,95.37,5.32,100.0,90.7794,111.966,18.92,55.39,92.9928,123.317,24.59,27.05,106.9802,248.464,56.94,0.0
GTE,0.23,2.3,CREȘTERE,NU,0.2298,2.8,91.79,0.0,0.2302,3.4,93.23,0.0,0.2346,3.1,92.43,0.0,0.2706,7.2,96.24,0.0
NUE,35.9,32.2304,CREȘTERE,NU,35.901,32.2663,11.26,93.68,35.7953,35.0584,2.1,100.0,36.7086,36.8091,0.27,100.0,46.0023,74.0236,37.85,0.0
ALOT,7.3,7.3,SCĂDERE,DA,7.3236,6.96,5.22,100.0,7.3266,6.03,21.5,42.49,7.4492,6.87,8.43,100.0,8.7763,13.68,35.85,0.0
TPB,20.24,19.3882,SCĂDERE,DA,20.2458,18.9955,6.58,100.0,20.1682,19.6181,2.8,100.0,20.2005,22.4152,9.88,100.0,20.5683,50.4683,59.25,0.0
POST,82.41,53.9332,CREȘTERE,NU,82.6301,56.0013,47.55,0.0,82.7107,58.305,41.86,0.0,84.0542,58.1086,44.65,0.0,96.6604,69.3521,39.38,0.0
ESP,18.16,15.6396,SCĂDERE,DA,18.1549,15.0282,20.81,45.97,18.1916,15.5707,16.83,65.84,18.2801,16.1477,13.21,83.97,19.3927,14.142,37.13,0.0
ANDE,17.83,15.7486,SCĂDERE,DA,17.7481,14.9448,18.76,56.21,17.8676,15.201,17.54,62.29,17.9298,14.247,25.85,20.75,20.7524,25.2428,17.79,61.06
OVLY,14.31,12.8439,SCĂDERE,DA,14.2903,12.1079,18.02,59.88,14.4237,14.5313,0.74,100.0,14.4589,11.9104,21.4,43.02,15.2077,15.7477,3.43,100.0
CM,54.89,21.0108,CREȘTERE,NU,55.1311,21.3094,158.72,0.0,55.3807,23.2233,138.47,0.0,56.3608,22.1017,155.01,0.0,67.1586,39.9212,68.23,0.0
LC,7.21,7.21,SCĂDERE,DA,7.2262,7.19,0.5,100.0,7.2385,8.04,9.97,100.0,7.3629,7.26,1.42,100.0,8.5421,16.4,47.91,0.0
TILE,7.31,7.1642,SCĂDERE,DA,7.3734,7.0074,5.22,100.0,7.4264,8.6245,13.89,80.54,7.5402,8.8402,14.71,76.47,8.809,12.5119,29.59,2.03
PZG,0.573,0.573,CREȘTERE,NU,0.5723,0.597,4.14,100.0,0.5761,0.7,17.7,61.5,0.5808,1.25,53.54,0.0,0.604,1.04,41.92,0.0
BWAY,7.3,3.65,CREȘTERE,NU,7.2514,3.7405,93.86,0.0,7.2423,3.8,90.59,0.0,7.2852,4.275,70.41,0.0,7.3976,4.685,57.9,0.0
EOD,3.56,1.9664,CREȘTERE,NU,3.5666,2.0051,77.88,0.0,3.5776,2.2094,61.92,0.0,3.6373,2.1929,65.87,0.0,4.3248,3.2419,33.4,0.0
JBHT,90.5,85.5023,CREȘTERE,NU,90.293,85.8613,5.16,100.0,90.5249,93.3722,3.05,100.0,91.1655,95.2996,4.34,100.0,101.5062,161.8605,37.29,0.0
TNDM,60.05,60.05,CREȘTERE,NU,59.9015,64.27,6.8,100.0,60.6058,66.18,8.42,100.0,60.5264,80.22,24.55,27.25,58.5835,87.63,33.15,0.0
MHH,9.54,9.54,SCĂDERE,DA,9.5218,9.3,2.38,100.0,9.5179,11.35,16.14,69.29,9.4116,15.61,39.71,0.0,7.4903,18.07,58.55,0.0
CNF,3.8,38.0,SCĂDERE,DA,3.8195,36.1,89.42,0.0,3.8974,36.7,89.38,0.0,4.0128,39.0,89.71,0.0,4.6519,37.5,87.59,0.0
IPHA,5.36,5.36,CREȘTERE,NU,5.3416,5.89,9.31,100.0,5.3879,6.7,19.58,52.08,5.4142,7.6,28.76,6.2,5.6298,4.31,30.62,0.0
UCIB,10.66,10.66,CREȘTERE,NU,10.6168,10.88,2.42,100.0,10.667,11.21,4.84,100.0,10.8813,10.55,3.14,100.0,12.7901,17.01,24.81,25.96
NMS,12.5,9.0996,SCĂDERE,DA,12.496,9.0902,37.47,0.0,12.553,9.4054,33.47,0.0,12.5529,9.5012,32.12,0.0,13.2439,11.3102,17.1,64.52
ICFI,65.74,63.5086,CREȘTERE,NU,65.9077,64.6389,1.96,100.0,66.3944,69.1407,3.97,100.0,66.8227,68.8413,2.93,100.0,75.3784,87.7094,14.06,79.71
PSO,6.55,5.6487,CREȘTERE,NU,6.6092,5.6832,16.29,68.53,6.6315,5.5193,20.15,49.25,6.8338,4.976,37.34,0.0,9.1825,9.5193,3.54,100.0
LCUT,4.72,4.0518,SCĂDERE,DA,4.7323,3.7342,26.73,16.36,4.7165,3.8029,24.02,29.88,4.7638,4.5583,4.51,100.0,5.0753,12.7856,60.3,0.0
AMPH,14.25,14.25,CREȘTERE,NU,14.2922,14.77,3.23,100.0,14.3128,15.88,9.87,100.0,14.5289,16.82,13.62,81.89,16.4007,18.09,9.34,100.0
TRIB,0.95,4.75,SCĂDERE,DA,0.9464,4.4,78.49,0.0,0.9494,4.55,79.13,0.0,0.9578,7.65,87.48,0.0,1.063,18.55,94.27,0.0
CPF,14.75,11.2561,CREȘTERE,NU,14.8034,11.3095,30.89,0.0,14.801,11.2408,31.67,0.0,15.0964,12.8052,17.89,60.54,17.5809,21.8504,19.54,52.3
FRBA,6.1,5.4926,CREȘTERE,NU,6.1287,5.7807,6.02,100.0,6.1241,6.2579,2.14,100.0,6.217,6.8432,9.15,100.0,6.9039,11.0122,37.31,0.0
FITBO,19.49,14.0262,SCĂDERE,DA,19.4285,13.9543,39.23,0.0,19.4735,15.1914,28.19,9.06,19.7027,17.3439,13.6,82.0,22.1588,20.199,9.7,100.0
UONE,1.27,12.7,CREȘTERE,NU,1.2707,12.9,90.15,0.0,1.2824,10.6,87.9,0.0,1.3092,13.7,90.44,0.0,1.5745,54.6,97.12,0.0
NDSN,125.01,117.0923,CREȘTERE,NU,124.6162,119.7993,4.02,100.0,124.8512,138.008,9.53,100.0,125.1037,147.8523,15.39,73.07,133.9656,191.1464,29.91,0.43
ODFL,122.33,59.4982,CREȘTERE,NU,121.066,60.4126,100.4,0.0,120.4612,67.2655,79.08,0.0,119.2204,71.5116,66.71,0.0,94.3107,118.9139,20.69,46.55
ALGT,71.29,68.9046,SCĂDERE,DA,71.9931,67.1744,7.17,100.0,72.5581,76.5692,5.24,100.0,73.8194,71.3596,3.45,100.0,83.7282,236.5603,64.61,0.0
MTEX,10.45,8.5102,SCĂDERE,DA,10.5433,8.5102,23.89,30.55,10.648,7.1828,48.24,0.0,10.699,8.8685,20.64,46.8,11.336,17.4301,34.96,0.0
HYI,11.67,6.6832,CREȘTERE,NU,11.6943,6.7748,72.61,0.0,11.7198,7.1871,63.07,0.0,11.8433,7.3731,60.63,0.0,13.4448,9.5239,41.17,0.0
SMCI,20.46,2.046,CREȘTERE,NU,20.4679,2.089,879.79,0.0,20.4301,2.093,876.12,0.0,20.4107,2.223,818.16,0.0,21.0558,3.96,431.71,0.0
MCR,7.16,4.2348,CREȘTERE,NU,7.1569,4.2762,67.37,0.0,7.1737,4.4832,60.01,0.0,7.2168,4.6884,53.93,0.0,8.1389,5.4696,48.8,0.0
RYAM,0.97,0.97,CREȘTERE,NU,0.9679,0.98,1.23,100.0,0.9659,1.14,15.27,73.64,0.9932,1.47,32.44,0.0,1.2721,9.46,86.55,0.0
SCOR,2.39,47.8,SCĂDERE,DA,2.3884,46.4,94.85,0.0,2.3999,51.2,95.31,0.0,2.3944,59.8,96.0,0.0,2.4092,73.8,96.74,0.0
MTB,95.86,78.8522,SCĂDERE,DA,96.4464,78.7535,22.47,37.67,96.3939,88.5422,8.87,100.0,98.1436,88.1802,11.3,93.51,118.8929,130.7049,9.04,100.0
SIGI,48.52,44.0057,SCĂDERE,DA,48.555,43.8788,10.66,96.71,48.585,44.8311,8.37,100.0,49.6258,43.0625,15.24,73.79,60.1615,67.6607,11.08,94.58
CX,1.91,1.8737,SCĂDERE,DA,1.931,1.8442,4.7,100.0,1.9695,2.0797,5.3,100.0,2.034,2.011,1.14,100.0,2.7187,6.7197,59.54,0.0
ASPU,6.91,6.91,SCĂDERE,DA,6.8866,6.75,2.02,100.0,6.8608,7.45,7.91,100.0,6.7705,6.95,2.58,100.0,5.2808,6.1,13.43,82.85
MNST,53.1,26.55,CREȘTERE,NU,52.9299,27.53,92.26,0.0,52.8273,30.13,75.33,0.0,53.4524,29.76,79.61,0.0,59.6323,45.68,30.54,0.0
VG,6.74,N/A,N/A,N/A,6.7562,N/A,N/A,N/A,6.7748,N/A,N/A,N/A,6.8069,N/A,N/A,N/A,7.4786,N/A,N/A,N/A
PFD,11.35,7.5582,CREȘTERE,NU,11.4576,7.5915,50.93,0.0,11.5517,8.5571,35.0,0.0,11.685,9.3178,25.4,22.98,12.9087,12.6292,2.21,100.0
CMCL,8.88,7.1482,CREȘTERE,NU,8.8545,7.2689,21.81,40.93,8.8274,7.3253,20.51,47.47,8.7262,10.4164,16.23,68.87,7.066,12.2251,42.2,0.0
SMBC,21.54,19.2101,SCĂDERE,DA,21.5228,18.5502,16.02,69.88,21.6548,20.1555,7.44,100.0,22.2364,21.0027,5.87,100.0,27.4517,36.5187,24.83,25.86
TKC,4.39,3.4473,CREȘTERE,NU,4.4273,3.675,20.47,47.64,4.4921,3.8085,17.95,60.25,4.5987,3.8006,21.0,45.01,5.723,3.8186,49.87,0.0
SCYX,0.76,7.6,CREȘTERE,NU,0.7598,7.7,90.13,0.0,0.7796,8.7,91.04,0.0,0.7885,9.34,91.56,0.0,0.8234,8.28,90.06,0.0
DGII,8.74,8.74,CREȘTERE,NU,8.7339,9.07,3.71,100.0,8.6885,9.6,9.49,100.0,8.8294,10.63,16.94,65.31,9.9468,19.36,48.62,0.0
FUD,14.27,14.266,SCĂDERE,DA,14.1133,14.0247,0.63,100.0,14.2243,14.0459,1.27,100.0,14.5706,14.32,1.75,100.0,17.0044,N/A,N/A,N/A
HSY,131.66,113.3323,CREȘTERE,NU,131.939,116.8358,12.93,85.37,133.4444,122.8441,8.63,100.0,137.7541,114.0898,20.74,46.29,158.3815,139.7059,13.37,83.16
SENEB,35.25,35.25,SCĂDERE,DA,35.2277,35.25,0.06,100.0,35.0646,34.58,1.4,100.0,35.0363,40.04,12.5,87.52,34.1716,48.23,29.15,4.26
KOPN,0.37,0.37,SCĂDERE,DA,0.3705,0.35,5.86,100.0,0.3695,0.37,0.14,100.0,0.3738,0.5,25.24,23.8,0.4143,10.4,96.02,0.0
GMTA,23.1,21.5744,SCĂDERE,DA,23.1293,21.4623,7.77,100.0,23.2047,23.2929,0.38,100.0,23.278,23.1154,0.7,100.0,24.39,24.9709,2.33,100.0
FFEU,53.595,53.5948,CREȘTERE,NU,53.0716,54.88,3.3,100.0,53.894,58.2754,7.52,100.0,55.6219,59.7507,6.91,100.0,69.0624,N/A,N/A,N/A
